UE,UX,BSAT,BSUC
4.6,4.4,2.75,1.5
6.6,3.0,3.5,2.0
6.6,6.8,3.5,1.5
6.6,3.8,2.75,5.5
5.8,2.8,4.25,5.75
2.6,2.4,4.25,5.0
6.2,4.0,1.75,4.25
2.8,3.0,4.0,5.75
6.8,2.0,4.5,2.5
1.8,1.8,4.75,6.75
6.0,4.6,3.0,1.75
4.6,5.8,5.0,4.0
4.0,4.4,5.5,2.5
2.4,3.6,6.5,5.25
3.6,5.4,5.25,3.25
2.0,2.2,3.0,6.0
3.0,4.4,3.25,6.25
3.2,2.6,2.0,5.75
5.2,5.0,5.5,7.0
6.4,4.0,6.25,3.25
5.4,6.8,2.5,2.0
1.8,2.6,5.25,2.5
1.6,5.0,2.5,2.0
4.8,6.2,6.75,3.25
3.4,2.4,3.75,6.25
3.6,1.8,4.75,6.25
3.6,4.2,5.75,4.25
2.6,4.4,3.25,5.25
7.0,5.6,1.5,4.75
2.0,5.4,5.25,4.25
3.4,6.6,1.0,2.5
4.6,3.6,6.75,5.25
4.4,4.4,6.25,6.25
1.2,3.2,5.25,6.75
4.6,3.0,6.5,4.75
2.2,5.2,3.75,3.5
2.6,1.4,6.5,3.0
6.0,1.4,4.0,2.75
4.8,6.6,1.0,1.0
5.6,6.2,4.5,1.75
6.2,2.2,4.75,5.75
4.2,3.0,3.5,2.25
6.4,5.2,6.25,6.75
2.2,4.4,4.0,2.0
2.2,2.6,2.25,4.0
2.2,2.6,6.25,3.0
1.0,4.4,3.5,5.5
3.6,1.8,6.0,5.0
2.2,6.8,5.25,2.25
4.4,1.8,5.25,6.0
5.2,5.8,4.25,2.75
5.8,6.2,3.75,2.5
1.4,6.8,7.0,3.5
2.2,4.2,4.75,1.5
6.4,2.0,4.25,2.5
6.8,4.4,1.0,4.0
1.6,4.8,1.5,4.0
2.6,1.8,2.75,5.0
2.0,1.2,2.5,5.5
4.0,6.0,1.25,5.25
2.6,5.4,2.75,2.25
5.2,3.0,3.25,1.5
6.2,3.6,1.5,5.25
6.8,5.2,6.25,2.25
3.8,5.0,2.0,2.25
4.0,4.2,5.5,4.25
4.6,3.6,6.25,6.75
5.2,1.8,2.75,4.75
4.6,4.2,7.0,4.5
3.8,2.2,3.25,1.5
1.2,2.8,5.75,4.25
5.6,2.4,4.0,2.5
2.4,6.2,6.25,3.5
4.4,5.4,4.0,2.25
4.8,5.8,4.5,1.25
1.2,6.0,4.25,4.25
3.4,3.4,7.0,4.25
1.0,3.6,3.0,5.5
2.8,3.8,5.5,2.25
3.8,1.8,1.75,3.25
2.0,5.2,4.25,6.5
5.4,1.6,5.75,4.5
1.8,5.0,5.25,5.0
1.4,6.0,3.75,3.0
3.6,6.2,6.0,5.75
6.4,6.8,6.0,5.0
2.8,3.4,3.5,4.5
1.4,5.4,6.75,2.25
5.4,5.2,5.25,3.25
2.4,2.4,2.25,3.0
4.4,4.8,5.25,2.75
5.8,1.8,2.0,6.25
2.0,6.2,1.25,2.5
1.8,1.6,4.25,2.5
6.4,4.2,3.0,6.75
6.4,5.2,4.75,6.25
6.4,3.4,5.0,5.5
5.8,1.2,4.25,4.0
2.2,4.4,3.5,6.5
4.2,4.6,3.0,2.0
6.4,4.4,4.0,6.25
1.0,6.2,6.5,3.5
6.4,3.4,4.75,2.5
6.0,3.8,2.5,6.5
1.4,4.4,5.5,3.75
1.0,2.8,3.0,3.75
3.4,3.6,4.75,2.75
4.8,6.4,2.0,4.75
4.8,5.4,2.5,3.0
3.6,2.2,1.75,4.25
3.4,5.8,4.5,6.25
1.8,3.4,6.75,4.0
3.2,2.0,3.0,4.5
3.0,2.6,6.75,4.75
6.4,2.2,1.75,5.5
4.0,1.0,6.5,5.75
1.8,4.2,6.25,2.0
2.4,1.2,2.25,4.0
4.0,4.4,2.25,6.5
5.0,4.4,2.5,1.25
5.0,2.2,2.25,5.5
4.2,3.0,4.0,5.25
1.6,5.8,1.25,7.0
5.4,3.4,5.0,3.0
4.2,6.4,5.75,2.5
3.8,5.4,2.25,4.75
4.6,4.4,6.0,1.0
2.2,5.8,3.75,5.75
1.4,2.2,4.5,5.0
4.4,6.2,4.75,6.75
6.4,6.0,1.5,2.25
3.6,1.8,5.75,2.25
6.0,2.2,2.5,4.5
1.0,6.8,2.75,5.0
3.8,5.4,3.5,6.5
2.0,3.4,6.5,3.25
2.6,2.0,4.5,2.0
6.4,4.8,1.0,5.0
2.2,5.8,5.0,4.0
2.2,3.0,5.0,1.0
3.6,3.8,2.25,2.75
3.4,3.2,6.0,6.5
5.0,3.2,3.0,3.5
6.8,5.4,1.5,4.75
5.4,6.8,5.0,6.25
4.4,1.2,5.75,4.25
4.0,3.6,5.5,5.5
4.6,6.4,4.5,6.0
5.8,3.4,2.5,5.75
3.0,5.8,5.75,5.5
2.0,6.0,2.5,6.0
6.2,3.2,1.5,3.0
1.2,4.0,2.5,4.25
2.0,1.4,7.0,3.0
1.8,5.8,2.0,5.75
1.4,4.2,3.5,1.0
6.2,6.2,6.0,3.75
3.8,1.8,2.75,2.5
6.6,5.6,5.75,5.5
4.0,3.0,6.5,3.0
3.6,1.8,2.0,3.75
3.0,6.2,3.0,5.0
5.2,4.2,2.25,3.5
5.4,3.4,3.25,5.25
1.6,2.4,6.0,5.0
2.0,5.2,4.0,5.75
4.6,7.0,5.5,6.0
4.0,1.2,5.0,5.75
5.8,3.4,1.5,1.5
6.8,5.2,5.0,2.25
2.2,1.4,2.5,3.0
2.0,5.8,3.75,3.25
5.0,1.8,6.75,6.75
6.6,6.0,1.75,3.0
2.0,3.2,1.25,5.75
4.0,7.0,2.5,2.25
5.4,5.2,1.75,6.25
6.8,1.2,4.5,2.0
3.4,4.4,5.75,4.25
6.4,1.8,2.0,6.25
3.4,2.4,6.25,5.5
3.4,2.4,4.0,5.5
4.2,6.6,2.5,5.0
2.0,3.4,6.0,5.25
2.8,6.4,4.0,3.5
6.0,4.6,6.75,4.25
4.4,2.4,4.5,6.0
4.4,5.4,5.0,5.0
5.4,4.6,2.5,3.75
6.2,6.0,3.25,2.5
3.6,1.2,2.75,4.0
1.4,6.0,6.25,1.75
3.2,3.8,1.75,5.25
5.4,1.8,1.25,6.25
3.6,5.4,5.0,5.0
6.4,4.6,5.0,5.25
3.6,3.8,2.0,6.75
2.4,5.8,5.0,6.5
1.0,2.0,1.25,4.25
1.8,4.6,4.75,1.0
4.0,2.2,3.75,4.5
5.0,3.4,3.75,1.75
2.2,5.6,5.0,5.5
2.8,5.6,6.25,4.75
4.0,1.8,3.0,5.25
2.4,2.8,3.0,3.75
5.0,2.2,3.0,3.75
4.6,2.4,5.25,1.5
1.6,5.6,7.0,1.0
5.8,5.6,5.75,1.25
2.2,5.2,1.25,4.25
5.2,4.6,4.25,6.75
3.4,3.4,1.75,5.0
6.6,2.6,4.0,2.25
1.2,3.6,5.0,3.75
3.8,4.6,4.25,5.0
3.2,3.2,1.5,4.5
1.8,2.6,1.5,6.25
2.8,1.8,1.75,5.0
2.0,1.6,3.0,4.75
6.6,2.0,4.75,6.25
6.2,6.0,2.0,6.5
1.8,6.0,1.5,4.0
5.2,2.8,4.25,3.25
5.8,3.4,4.25,6.0
2.4,4.6,4.5,3.75
6.8,5.0,5.0,6.5
4.4,4.8,3.25,1.5
3.6,2.0,6.25,2.25
4.0,2.4,3.0,6.0
4.6,1.8,6.0,5.25
6.0,2.8,2.0,2.0
6.6,4.0,7.0,5.75
4.8,6.2,4.75,2.5
3.0,1.2,4.75,1.75
3.2,3.4,3.5,3.25
1.6,3.4,2.5,2.0
4.4,1.6,6.0,1.25
1.8,5.8,2.5,2.75
2.2,4.4,4.5,2.25
6.0,3.4,6.5,6.0
6.6,5.8,4.25,2.5
4.0,4.0,1.75,5.25
4.4,3.2,6.5,5.75
6.8,3.0,6.25,7.0
